operation1,operation2,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,Output
24.9988,0.62,462.54,536.75,1264.76,1050.89,7.05,9.03,176.1,1915.52,8028.64,543179.2376
41.999,0.84,445,549.49,1353.97,1133.8,3.91,5.72,138.2,2212.19,8337.43,562061.418
25.005,0.62,462.54,536.32,1264.37,1047.48,7.05,9.03,174.51,1915.6,8025.7,543405.76
42.0004,0.84,445,549.58,1349.32,1119.91,3.91,5.72,138.68,2212.18,8333.02,561454.7608
42.004,0.84,445,549.62,1354.41,1131.1,3.91,5.72,138.55,2212.2,8337.06,561208.258
20.0023,0.7,491.19,607.71,1490.33,1249.85,9.35,13.66,334.71,2324.15,8734.73,598734.7646
20.0077,0.7014,491.19,606.92,1490.79,1245.47,9.35,13.66,334.19,2324.09,8736.71,599472.8638
10.0058,0.2506,489.05,605.02,1502.82,1317.16,10.52,15.49,394.2,2318.98,8801.48,606133.5452
10.0045,0.2517,489.05,605.48,1498.58,1318.14,10.52,15.49,394.37,2318.92,8796.07,606556.8392
41.9993,0.8401,445,550.03,1348.43,1127.43,3.91,5.72,138.74,2212.23,8338.38,561494.8192
10.0054,0.2508,489.05,604.85,1502.34,1308.35,10.52,15.49,394.33,2318.99,8793.03,605909.9956
34.9998,0.84,449.44,555.98,1361.34,1132.48,5.48,8,194.64,2223.3,8371.57,566618.9396
35.0034,0.84,449.44,556.12,1365.7,1133.6,5.48,8,193.86,2223.26,8375.24,567437.2668
25.0068,0.62,462.54,536.6,1268.06,1048.97,7.05,9.03,175.51,1915.61,8027.1,543639.1636
35.0075,0.8416,449.44,556.13,1371.59,1130.72,5.48,8,195.04,2223.32,8372.97,567484.3646
34.9998,0.8418,449.44,555.37,1370.95,1134.23,5.48,8,194.51,2223.34,8370.96,567370.5404
42.0032,0.8412,445,550.07,1360.66,1130.58,3.91,5.72,139.2,2212.28,8351.84,562642.4936
35.0051,0.8411,449.44,556.06,1363.85,1131.25,5.48,8,193.97,2223.28,8366.67,566970.7068
25.0019,0.6208,462.54,537.3,1262.48,1052.68,7.05,9.03,175.61,1915.68,8030.89,543170.7986
10.0011,0.2502,489.05,604.9,1504.72,1315.64,10.52,15.5,394.26,2318.96,8801.56,606641.1134
35.0026,0.84,449.44,555.4,1365.95,1129.63,5.48,8,194.66,2223.36,8372.71,566715.2852
42.0004,0.84,445,549.24,1357.03,1126.03,3.91,5.72,138.33,2212.25,8346.2,562648.3908
20.0032,0.7016,491.19,608.03,1484.88,1260.62,9.35,13.66,334.05,2324.12,8746.1,599855.896
42.006,0.84,445,549.71,1360.12,1126.95,3.91,5.72,138.19,2212.28,8345.35,561899.602
19.9995,0.7011,491.19,607.99,1487.04,1255.02,9.35,13.66,334.31,2324.12,8757.01,600784.2456
42.0041,0.84,445,550.29,1361.68,1134.08,3.91,5.72,138.39,2212.34,8349.54,562523.1382
42.0001,0.8414,445,549.85,1353.34,1132.88,3.91,5.72,138.6,2212.31,8347.57,562188.6686
42.0003,0.84,445,550.22,1354.49,1128.48,3.91,5.72,138.05,2212.32,8353.47,562875.8106
35.006,0.8407,449.44,556.47,1369.43,1133.69,5.48,8,194.92,2223.4,8373.18,567089.6162
20.0004,0.7017,491.19,607.16,1490.9,1249.72,9.35,13.66,334.17,2324.14,8745.99,599708.231
20.0063,0.7002,491.19,607.75,1491.22,1258.05,9.35,13.66,334.12,2324.18,8744.77,599166.9638
42,0.8408,445,549.95,1356.45,1132.49,3.91,5.72,138.25,2212.37,8348.22,562766.3148
41.9988,0.84,445,550.07,1354.63,1124.86,3.91,5.72,139.05,2212.39,8351.57,562474.4076
0.0002,0,518.67,642.62,1595.11,1416.17,14.62,21.61,552.19,2388.08,9090.35,634357.2404
35.0007,0.8401,449.44,556.24,1372.43,1135.41,5.48,8,194.06,2223.46,8386.79,568336.562
24.9983,0.6209,462.54,536.41,1266.22,1050.87,7.05,9.03,175.37,1915.85,8040.66,544030.412
35.0055,0.8418,449.44,556.25,1372.33,1135.94,5.48,8,193.95,2223.4,8372.76,566687.5518
35.0025,0.84,449.44,555.89,1358.62,1134.9,5.48,8,194.31,2223.45,8385.74,568183.015
10.0004,0.25,489.05,605.59,1498.99,1317.95,10.52,15.5,394.06,2319.01,8820.39,608199.8908
9.9985,0.25,489.05,605.16,1505.5,1312.31,10.52,15.5,394.14,2319.05,8813.32,607289.667
20.0042,0.7,491.19,608.08,1485.3,1256.08,9.35,13.66,334.17,2324.22,8757.71,600639.7484
9.9993,0.25,489.05,605.16,1507.81,1316.15,10.52,15.5,393.9,2319.08,8814.99,607292.6886
0.0001,0.001,518.67,642.55,1596.44,1412.71,14.62,21.61,553.15,2388.13,9098.28,635113.4262
42.0033,0.841,445,550.45,1352.15,1126.44,3.91,5.72,138.27,2212.47,8362.47,562954.9226
35.0045,0.84,449.44,555.97,1366.96,1137.44,5.48,8,194.53,2223.6,8387.02,568026.599
20.0028,0.7,491.19,608.58,1493.23,1259.43,9.35,13.66,334.25,2324.25,8764.33,601075.0656
0.002,0,518.67,643.17,1595.3,1414.65,14.62,21.61,553.13,2388.15,9093.72,634509.364
20.005,0.7,491.19,608.36,1479.65,1256.9,9.35,13.66,333.47,2324.26,8770.67,601666.61
35.0074,0.84,449.44,556.31,1370.56,1134.34,5.48,8,194.73,2223.56,8390.24,568249.1248
10.0076,0.2507,489.05,604.81,1503.21,1317.63,10.52,15.5,393.33,2319.05,8820.73,608208.1994
42.0032,0.84,445,550.52,1361.68,1130.95,3.91,5.72,138.65,2212.66,8369.45,563992.4964
0.001,0.0001,518.67,643.48,1600.9,1416.28,14.62,21.61,552.15,2388.1,9103.94,635830.9826
42.0049,0.8416,445,550.16,1362.34,1135.55,3.91,5.72,138.7,2212.58,8366.24,563707.3994
9.9988,0.2507,489.05,605.01,1508.6,1319.41,10.52,15.5,393.27,2319.08,8829.92,608678.4218
35.0004,0.84,449.44,556.26,1368.07,1142.72,5.48,8.01,194.9,2223.75,8396.85,568751.7208
25.0076,0.62,462.54,536.81,1270.73,1051.88,7.05,9.03,174.75,1916.05,8044.53,544511.7452
25.0006,0.62,462.54,537.6,1271.49,1054.73,7.05,9.03,174.91,1916.08,8050.42,544388.2712
20.0008,0.7,491.19,608.15,1492.82,1252.17,9.35,13.66,334.51,2324.32,8773.98,601086.2616
0.0022,0,518.67,642.77,1595.04,1421.23,14.62,21.61,552.52,2388.13,9114.43,635967.6744
20.0002,0.7008,491.19,607.78,1490.69,1258.58,9.35,13.66,333.98,2324.36,8778.61,601581.6952
0.0021,0.0007,518.67,643.21,1593.25,1416.72,14.62,21.61,552.67,2388.14,9116.87,636327.9684
42.0054,0.84,445,550.12,1362.35,1144.53,3.91,5.72,138.6,2212.72,8375.59,563888.9908
25.0024,0.6212,462.54,537.21,1265.9,1062.36,7.05,9.03,174.7,1916.09,8058.62,545370.932
35.0035,0.8401,449.44,556.05,1376.64,1142.75,5.48,8,194.45,2223.92,8414.04,569660.5176
0.0004,0.0019,518.67,643.03,1600.21,1412.81,14.62,21.61,551.93,2388.12,9120.72,636551.3722
10.0021,0.25,489.05,605.6,1512.45,1319.01,10.52,15.5,394.41,2319.08,8839.07,609109.0242
0.0022,0,518.67,643.5,1602.44,1423.85,14.62,21.61,551.76,2388.14,9127.24,636866.3344
20.0024,0.7,491.19,607.89,1493.62,1263.09,9.35,13.66,334.11,2324.42,8785.24,602495.4248
42.007,0.8404,445,550.19,1361.65,1142.93,3.91,5.72,138.7,2212.93,8390.93,565561.9364
0.0017,0,518.67,643.87,1597.81,1428.07,14.62,21.61,552.04,2388.16,9130.99,637590.2334
0.0008,0.0005,518.67,644.38,1609.27,1427.99,14.62,21.61,551.91,2388.11,9125.97,636459.7646
42.0062,0.8419,445,549.93,1364.37,1149.14,3.91,5.72,139.01,2212.98,8388.9,565232.0138
41.9982,0.84,445,550.5,1369.32,1137.38,3.91,5.72,138.44,2212.99,8397.95,565572.9364
25.0012,0.6202,462.54,537.72,1270.31,1062.7,7.05,9.03,175.21,1916.4,8071.39,546403.7936
34.9984,0.8402,449.44,556.43,1365.4,1143.92,5.48,8.01,194.6,2224.18,8426.2,570554.318
25.006,0.62,462.54,536.98,1276.85,1066.71,7.05,9.03,174.84,1916.51,8070.71,546148.572
25.0039,0.6201,462.54,536.75,1274.12,1055.13,7.05,9.03,174.84,1916.49,8076.03,546641.6884
0.0015,0.0014,518.67,643.45,1598.91,1420.81,14.62,21.61,552.29,2388.17,9140.96,637837.0114
25.0039,0.62,462.54,537.17,1271.68,1061.42,7.05,9.03,175.39,1916.58,8075.78,546633.4378
25.0019,0.62,462.54,537.37,1271.33,1060.53,7.05,9.03,175.01,1916.57,8079.45,547084.7538
0.0018,0.0006,518.67,643.58,1604.77,1424.12,14.62,21.61,552.44,2388.16,9146.4,637916.2972
25.001,0.6217,462.54,537.95,1278.47,1063.62,7.05,9.03,174.7,1916.62,8075.42,546491.7322
0.0003,0.0004,518.67,643.73,1597.86,1420.69,14.62,21.61,552.65,2388.14,9142.81,637660.903
10.0025,0.2502,489.05,605.52,1513.54,1323.65,10.52,15.5,392.87,2319.18,8870.35,610944.8062
10.0043,0.25,489.05,606.31,1513.68,1331.83,10.52,15.5,393.11,2319.2,8871.31,610981.3686
10.0076,0.25,489.05,606.35,1515.2,1321.56,10.52,15.5,393.23,2319.21,8866.66,610492.0752
0.003,0.0007,518.67,643.68,1605.86,1428.21,14.62,21.61,551.49,2388.17,9150.14,638560.8902
35.0044,0.84,449.44,555.41,1368.62,1119.25,5.48,8,194.91,2223.05,8355.06,565549.1388
34.9994,0.841,449.44,554.82,1363.91,1120.43,5.48,8,194.9,2223.08,8359.42,566493.3448
35.0049,0.84,449.44,555.22,1356.65,1133.06,5.48,8,194.94,2223.03,8356.78,566477.3098
19.9981,0.7012,491.19,607.49,1482.94,1248,9.35,13.65,334.38,2323.95,8718.83,598148.2134
10.0019,0.2517,489.05,604.71,1492.76,1301.39,10.52,15.49,395.22,2318.82,8789.23,605624.144
42.0013,0.8415,445,548.99,1340.39,1122.73,3.91,5.72,138.75,2212.04,8328.84,560848.7416
42.0071,0.84,445,549.35,1351.99,1119.88,3.91,5.71,139.07,2212.06,8320.83,560588.6842
20.0031,0.7014,491.19,607.38,1482.77,1240.98,9.35,13.65,335.01,2323.96,8729.57,598998.7146
42.001,0.8413,445,549.32,1348.12,1118.22,3.91,5.72,139.18,2212.04,8327.57,561362.5698
25.0056,0.6205,462.54,536.94,1263.53,1045.31,7.05,9.03,175.59,1915.37,8010.62,541833.8842
10.0024,0.25,489.05,604.49,1497.01,1300.97,10.52,15.49,394.34,2318.91,8785.28,605200.0348
25.0059,0.62,462.54,537.22,1261.2,1037.43,7.05,9.03,175.4,1915.48,8009.47,541718.5318
0.0008,0,518.67,642,1580.16,1403.99,14.62,21.6,554.27,2388.07,9065.54,633149.1816
42.0012,0.8413,445,549.77,1350.73,1120.46,3.91,5.71,138.97,2211.95,8324.24,561165.2402
0.003,0.0009,518.67,642.12,1585.54,1402.57,14.62,21.61,554.43,2388.06,9065.61,633005.6114
10.0007,0.25,489.05,604.2,1500.37,1304.52,10.52,15.49,394.84,2318.92,8789.02,606036.3714
25.0031,0.6217,462.54,536.34,1255.29,1043.65,7.05,9.03,175.45,1915.44,8013.24,542246.1064
0.0023,0,518.67,642.64,1584.67,1400.54,14.62,21.6,554.26,2387.99,9062.16,632786.5546
20.0028,0.7,491.19,607.19,1487.73,1245.79,9.35,13.66,335.69,2323.97,8728.06,598985.4456
34.9983,0.8411,449.44,555.4,1362.78,1124.67,5.48,8,194.64,2223.06,8359.62,566601.2432
0.0018,0,518.67,641.65,1586.24,1396.81,14.62,21.61,554.51,2388.09,9057.46,632465.1036
35.0019,0.8409,449.44,555.02,1366.88,1126.53,5.48,8,195.1,2223.05,8354.56,565702.5892
0.0017,0,518.67,642.75,1582.34,1395.4,14.62,21.61,554.4,2388.01,9066.37,632977.1134
19.9989,0.7,491.19,607.23,1482.94,1242.04,9.35,13.65,334.81,2323.99,8725.92,598661.7978
10.0022,0.2519,489.05,604.61,1494.79,1303.22,10.52,15.49,394.34,2318.85,8783.76,605721.7258
10.005,0.25,489.05,604.64,1495.6,1305.03,10.52,15.49,394.74,2318.79,8786.52,605752.88
35.0066,0.84,449.44,555.57,1365.94,1123.96,5.48,8,195.06,2223,8356.88,565869.5132
10.0032,0.25,489.05,604.51,1498.22,1302.21,10.52,15.49,394.81,2318.86,8779.43,604906.7864
42.0028,0.8417,445,549.41,1346.82,1120.95,3.91,5.71,138.32,2212.05,8319.6,560813.2558
24.9998,0.62,462.54,536.27,1264.4,1044.46,7.05,9.03,175.72,1915.46,8015.82,542698.2196
10.0014,0.251,489.05,604.46,1502.33,1307.74,10.52,15.49,394.53,2318.82,8779.35,604864.1088
25.0055,0.6209,462.54,536.52,1259.69,1043.76,7.05,9.03,175.49,1915.44,8014.78,542699.9464
42.0008,0.8406,445,549.57,1349.72,1123.18,3.91,5.71,138.79,2212.09,8330.38,561538.5752
42.0061,0.84,445,549.9,1347.62,1117.37,3.91,5.72,139.17,2212.03,8329.36,561292.1622
42.0069,0.84,445,549.57,1353.69,1119.7,3.91,5.72,138.84,2212.12,8324,561133.2538
9.998,0.25,489.05,604.57,1495.5,1303.01,10.52,15.49,393.77,2318.87,8787.91,605479.256
25.0006,0.62,462.54,536.76,1256.87,1051.74,7.05,9.02,175.77,1915.44,8023.68,543467.7312
25.0016,0.62,462.54,536.69,1260.7,1040.12,7.05,9.03,175.71,1915.41,8012.01,542016.2132
25.0014,0.62,462.54,536.76,1264.06,1041.98,7.05,9.03,175.93,1915.45,8013.23,542250.8328
42.0069,0.8407,445,549.43,1348.46,1121.58,3.91,5.72,139.03,2212.14,8336.18,561393.588
10.005,0.2517,489.05,604.16,1496.01,1305.69,10.52,15.49,395.05,2318.86,8783.79,605082.7602
19.9991,0.7006,491.19,607.32,1475.1,1237.38,9.35,13.65,335,2324.03,8728.12,598926.4518
42.004,0.84,445,548.98,1352.03,1119.69,3.91,5.72,139.19,2212.05,8327.05,561279.798
19.9981,0.7,491.19,607.23,1477.56,1244.5,9.35,13.66,335.16,2324.01,8730.13,599059.9062
10.0079,0.25,489.05,604.33,1495.4,1306.09,10.52,15.49,394.6,2318.81,8792.37,605852.2858
10.0046,0.25,489.05,604.95,1502.33,1300.75,10.52,15.49,394.5,2318.85,8786.61,605845.6192
41.9993,0.8414,445,549.15,1348.4,1118.18,3.91,5.72,137.92,2212.03,8322.98,560703.327
42.0061,0.84,445,549.26,1344.58,1120.08,3.91,5.71,138.35,2212.09,8312.28,559691.7822
25.0053,0.62,462.54,536.49,1252.22,1034.2,7.05,9.03,175.18,1915.49,8016.96,542176.7706
34.9994,0.8406,449.44,555.53,1367.01,1122.13,5.48,8,194.07,2223.05,8354.57,565780.5924
24.9989,0.6205,462.54,536.53,1259.9,1046.31,7.05,9.03,176.05,1915.48,8006.91,541769.3108
24.9981,0.62,462.54,536.54,1261.06,1050.29,7.05,9.02,176.07,1915.45,8013.48,541995.0262
35.0045,0.84,449.44,555.71,1359.79,1128.68,5.48,8,193.37,2223.07,8362.58,566311.759
42.0063,0.84,445,549.5,1351.23,1121.48,3.91,5.71,138.84,2212.04,8327.08,560532.5326
42.0023,0.84,445,549.17,1350.47,1127.05,3.91,5.71,138.8,2212.08,8330.5,561112.0446
25.0056,0.621,462.54,536.69,1256.61,1047.01,7.05,9.02,175.68,1915.48,8020.82,543284.0372
25.0016,0.6215,462.54,536.76,1261.62,1044.91,7.05,9.02,175.48,1915.47,8014.33,542641.6922
35.0037,0.8409,449.44,555.11,1363.56,1124.99,5.48,8,194.26,2223.02,8358.1,566318.0328
42.0007,0.8416,445,549.48,1354.96,1125.27,3.91,5.72,138.98,2212.07,8332.38,560941.031
20.0048,0.7005,491.19,607.37,1487.23,1246.94,9.35,13.65,335.63,2323.95,8732.3,599139.9926
10.0028,0.2517,489.05,604.9,1498.06,1294.48,10.52,15.49,394.78,2318.83,8791.53,606034.7458
42.0059,0.8409,445,549.6,1352.55,1116.67,3.91,5.71,138.67,2212.03,8323.05,560252.2072
20.0058,0.7,491.19,607.37,1487.89,1245.58,9.35,13.65,335.17,2323.96,8732.68,598516.7716
24.9997,0.6206,462.54,536.27,1269.83,1048.75,7.05,9.03,175.44,1915.49,8020.78,543226.183
10.0068,0.25,489.05,605.23,1496.93,1303.37,10.52,15.49,394.18,2318.89,8788.9,605852.1636
0.0009,0.0011,518.67,642.34,1579.08,1396.31,14.62,21.61,554.2,2387.99,9063.56,632929.6584
9.9986,0.2508,489.05,604.2,1500.33,1301.18,10.52,15.49,395.36,2318.86,8784.37,605381.072
25.005,0.6213,462.54,537.06,1263.87,1040.85,7.05,9.03,174.96,1915.5,8019.27,542450.1378
25.0059,0.62,462.54,536.21,1261.94,1051,7.05,9.02,176.14,1915.48,8022.16,542554.7718
34.9983,0.84,449.44,555.6,1362.03,1123.25,5.48,8,194.94,2223.15,8353.61,566185.0766
0.0011,0.0014,518.67,642.28,1587.36,1400.55,14.62,21.61,554.2,2388.07,9064.14,632892.9406
9.9999,0.2516,489.05,604.85,1498.07,1305,10.52,15.49,395.13,2318.85,8788.28,605924.4894
42.0052,0.8412,445,549.42,1351.13,1122,3.91,5.72,138.49,2212.1,8332.47,561454.0276
10.007,0.25,489.05,604.59,1491.02,1308.5,10.52,15.49,394.34,2318.83,8796.47,606332.584
0.0029,0.0018,518.67,642.35,1593.24,1403.86,14.62,21.61,554.33,2388.08,9063.61,632833.1166
19.999,0.7,491.19,608.21,1483.84,1244.76,9.35,13.66,334.92,2324.01,8730.41,598837.188
10.0069,0.2502,489.05,604.77,1494.35,1303.02,10.52,15.49,394.6,2318.86,8792.74,606137.705
20.0075,0.7002,491.19,607.04,1473.21,1255.07,9.35,13.66,335.22,2324.02,8741.22,599494.1662
0.0022,0.0018,518.67,642.27,1587.19,1404.04,14.62,21.61,553.1,2388.09,9066.38,632883.2852
35.0073,0.84,449.44,555.65,1358.67,1132.89,5.48,8,194.94,2223.1,8363.45,566711.5346
42.0066,0.8403,445,549.84,1351.26,1123.22,3.91,5.71,138.41,2212.11,8333.09,561573.545
24.9981,0.62,462.54,537.16,1257.5,1040.8,7.05,9.03,174.63,1915.53,8019.6,542412.7462
25.0018,0.6208,462.54,537,1265.14,1038.94,7.05,9.03,176.33,1915.49,8015.53,542429.6384
10.0057,0.251,489.05,604.64,1496.38,1301.88,10.52,15.49,395.12,2318.84,8794.37,605744.8874
35.0034,0.8418,449.44,555.44,1355.92,1131.8,5.48,8,194.04,2223.22,8358.33,566539.1176
0.0004,0.0003,518.67,642.76,1593.24,1407.16,14.62,21.61,553.38,2388.12,9066.88,632610.6726
20.0057,0.701,491.19,607.73,1477.21,1245.71,9.35,13.66,334.74,2324.01,8738.51,599363.9074
35.0078,0.84,449.44,555.98,1360.25,1126.2,5.48,8,194.66,2223.23,8363.24,566551.2756
10.0059,0.25,489.05,604.6,1498.18,1300.33,10.52,15.49,394.8,2318.86,8793.71,606514.7218
25.0057,0.6215,462.54,537.08,1256.36,1045.42,7.05,9.03,175.26,1915.56,8022.31,543279.2804
35.0063,0.84,449.44,555.88,1372.32,1119.65,5.48,8,194.57,2223.21,8363.41,566197.5426
0.0013,0.0009,518.67,642.58,1595.01,1406.43,14.62,21.61,553.99,2388.03,9074.66,633995.708
24.998,0.6216,462.54,536.74,1259.5,1046.2,7.05,9.03,175.41,1915.61,8023.13,543183.6356
34.9986,0.8403,449.44,555.53,1365.48,1121.06,5.48,8,195.23,2223.32,8367.58,566372.049
10.0024,0.2515,489.05,604.37,1493.69,1306.01,10.52,15.49,393.55,2318.92,8793.28,606122.5938
20.0073,0.7001,491.19,607.69,1478.98,1246.28,9.35,13.66,334.82,2324.06,8740.41,599740.7052
41.9999,0.8402,445,549.61,1351.25,1120.92,3.91,5.72,138.64,2212.21,8339.97,561712.261
42.0021,0.84,445,549.61,1354.85,1127.38,3.91,5.72,138.33,2212.2,8332.42,561639.9142
35.0065,0.8417,449.44,555.66,1364.08,1128.79,5.48,8,194.28,2223.2,8370.94,566981.5832
24.9989,0.6212,462.54,536.83,1267.98,1054.01,7.05,9.03,174.99,1915.62,8026.44,543457.995
35.0061,0.84,449.44,555.7,1363.19,1131.62,5.48,8,194.19,2223.17,8365.73,566495.7622
35.0029,0.841,449.44,555.36,1368.35,1132.25,5.48,8,194.69,2223.24,8363.87,566926.5018
42.0045,0.84,445,549.66,1347.56,1123.07,3.91,5.72,139.69,2212.25,8343.41,562526.059
0.0022,0.0003,518.67,642.47,1596.58,1406.18,14.62,21.61,553.4,2388.05,9079.47,633516.7162
20.0052,0.7,491.19,607.8,1490.54,1252.94,9.35,13.66,334.64,2324.06,8738.48,598787.4204
41.9995,0.84,445,549.74,1360.98,1128.93,3.91,5.72,138.36,2212.24,8345.68,562043.719
42.0037,0.842,445,549.37,1353.73,1131.05,3.91,5.71,138.94,2212.29,8339.12,561337.6794
0.0029,0.0006,518.67,642.53,1589.69,1401.37,14.62,21.61,553.17,2388.07,9071.83,633462.8294
35.0064,0.8418,449.44,555.8,1359.54,1124.27,5.48,8,194.6,2223.27,8372.5,567386.1436
35.0065,0.84,449.44,555.8,1361.44,1119.92,5.48,8,194.56,2223.33,8376.06,567008.893
35.0013,0.8402,449.44,556.07,1375.18,1126.34,5.48,8,194.66,2223.25,8371.56,566647.3838
42.003,0.8413,445,549.93,1349.3,1124.33,3.91,5.72,138.61,2212.24,8339.39,562153.3438
35.0004,0.8407,449.44,555.92,1370.21,1135.61,5.48,8,194.61,2223.31,8372.34,566893.115
20.0036,0.7,491.19,607.69,1487.79,1248.33,9.35,13.66,334.41,2324.12,8744.34,599464.5272
19.9996,0.7006,491.19,607.79,1490.26,1254.21,9.35,13.66,333.98,2324.15,8746.51,599450.0928
24.9993,0.62,462.54,537.1,1268.8,1050.63,7.05,9.03,175.42,1915.74,8031.08,543398.8786
10.0029,0.2502,489.05,605.09,1514.11,1310.02,10.52,15.5,394.6,2319.01,8803.87,607051.277
20.006,0.7012,491.19,607.13,1482.04,1254.64,9.35,13.66,334.5,2324.11,8744.12,599873.9692
25.0038,0.6206,462.54,537.63,1262.39,1052.1,7.05,9.03,175.64,1915.69,8033.73,543663.8912
10.004,0.25,489.05,604.95,1497.44,1311.56,10.52,15.49,394.34,2318.97,8804.64,607104.798
20.0071,0.7008,491.19,607.6,1489.97,1254.64,9.35,13.66,334.31,2324.16,8750.54,599851.239
20.005,0.7006,491.19,607.35,1488.6,1247.78,9.35,13.66,334.47,2324.17,8749.28,599494.8736
41.9986,0.8419,445,549.96,1366.6,1128.76,3.91,5.72,139.27,2212.37,8344.61,562412.1586
35.0032,0.8405,449.44,555.76,1367.52,1130.64,5.48,8,193.81,2223.42,8378.13,567636.2594
42.0018,0.8413,445,549.9,1357.89,1126.8,3.91,5.72,138.4,2212.35,8352.84,562893.4914
25,0.62,462.54,536.44,1263.17,1045.96,7.05,9.03,175.15,1915.83,8034.59,543697.69
35.0002,0.84,449.44,556.46,1369.11,1133.84,5.48,8,194.44,2223.44,8385.91,568068.3804
10.0051,0.2502,489.05,604.96,1503.93,1317.76,10.52,15.5,394.13,2319.01,8814.93,607154.3914
0.0029,0.0011,518.67,642.46,1595.09,1416.98,14.62,21.61,552.52,2388.08,9099.16,635317.8624
35.0043,0.84,449.44,556.24,1367.6,1138.11,5.48,8,194.4,2223.55,8380.74,567815.9686
0.0009,0,518.67,642.91,1596.38,1413.42,14.62,21.61,552.76,2388.11,9092.4,634798.8918
20.0041,0.7,491.19,607.8,1489.74,1254.68,9.35,13.66,334.21,2324.24,8762.64,600453.3282
42.0034,0.8417,445,550.55,1358.01,1130.27,3.91,5.72,138.38,2212.56,8359.92,563502.677
0.0007,0,518.67,643.01,1599.36,1419.44,14.62,21.61,552.95,2388.12,9098.39,635038.6814
20.0017,0.7,491.19,607.7,1482.13,1259.07,9.35,13.66,333.65,2324.29,8771.51,601293.9434
35.0054,0.84,449.44,556.59,1371.56,1126.58,5.48,8,193.95,2223.64,8394.64,568235.6208
42.0067,0.84,445,550.27,1352.18,1123.83,3.91,5.72,138.04,2212.62,8371.66,564125.8134
0.002,0,518.67,643.08,1601.04,1414.18,14.62,21.61,552.33,2388.11,9101.52,634817.164
42.0068,0.84,445,550.44,1354.51,1136.77,3.91,5.72,138.14,2212.75,8368.2,563606.9536
35.0016,0.84,449.44,555.96,1371.18,1135.2,5.48,8.01,193.98,2223.7,8398.44,568872.0632
0,0.0006,518.67,643.29,1593.54,1423.44,14.62,21.61,552.88,2388.14,9102.41,635499.1536
25.005,0.6205,462.54,537.05,1273.3,1056.61,7.05,9.03,174.97,1916.14,8049.08,544938.143
42.0034,0.8401,445,549.92,1361.08,1143.41,3.91,5.72,138.56,2212.72,8373.18,564394.7274
24.9981,0.6212,462.54,537.01,1264.64,1061.07,7.05,9.03,175.15,1916.16,8063.13,545962.3334
10.0018,0.25,489.05,605.71,1515.82,1328.33,10.52,15.5,393.61,2319.14,8841.17,608744.6236
42.0057,0.8412,445,549.96,1362.26,1142.65,3.91,5.72,138.72,2212.84,8375.39,564502.3986
10.0038,0.25,489.05,605.84,1510.13,1323.49,10.52,15.5,392.87,2319.14,8840.85,609046.8076
42.0023,0.8406,445,549.56,1367.45,1144.78,3.91,5.72,138.71,2212.85,8384.42,565021.8182
19.9982,0.7,491.19,608.1,1497.95,1260.6,9.35,13.66,333.2,2324.47,8784.12,602285.4464
35.0064,0.84,449.44,556.73,1379.12,1146.26,5.48,8.01,193.98,2224.09,8415.74,569830.8728
9.9994,0.25,489.05,605.59,1508.86,1319.97,10.52,15.5,393.26,2319.14,8843.65,609324.0488
10.0037,0.2506,489.05,605.54,1519.77,1329.68,10.52,15.5,393.2,2319.15,8846.16,609384.421
24.9982,0.62,462.54,537.13,1274.55,1057.81,7.05,9.03,174.49,1916.39,8072.54,546593.0864
42.0049,0.8408,445,550.53,1364.82,1146.87,3.91,5.72,138.48,2212.99,8397.52,565406.7746
20.0059,0.7,491.19,606.93,1478.67,1246.09,9.35,13.66,336.02,2323.93,8719.67,598047.8618
42.0066,0.842,445,549.33,1358.82,1120.77,3.91,5.72,138.88,2211.9,8327.19,561253.0052
25.0009,0.62,462.54,536.69,1253.49,1046.28,7.05,9.03,175.18,1915.33,8020.82,542864.5218
25.0023,0.622,462.54,536.95,1255.98,1039.59,7.05,9.03,174.82,1915.36,8010.78,541812.0966
42.0045,0.8419,445,549.62,1353.71,1121.55,3.91,5.71,139.04,2211.93,8316.01,560246.9204
42.0018,0.8416,445,549.71,1354.38,1121.67,3.91,5.72,138.22,2211.93,8322.65,560673.0532
10.0021,0.2515,489.05,604.1,1495.16,1308.5,10.52,15.49,395.38,2318.9,8784.26,605168.9232
10.0038,0.25,489.05,603.92,1497.86,1305.61,10.52,15.49,395.26,2318.89,8774.66,604876.7176
0.0023,0,518.67,642.64,1584.43,1402,14.62,21.61,554.13,2388.04,9052.62,631783.7646
35.0076,0.8409,449.44,555.32,1365.29,1127.49,5.48,8,194.51,2222.96,8350.31,565646.6506
0.0025,0.0013,518.67,642.12,1584.92,1397.19,14.62,21.61,553.63,2388.03,9065.06,632592.3128
0.0016,0.0004,518.67,642.25,1581.91,1402.57,14.62,21.61,554.35,2388.04,9056.72,632438.4656
0.0011,0.001,518.67,642.81,1582.59,1405.7,14.62,21.61,554.25,2388.03,9058.58,632333.7282
20.0059,0.7005,491.19,607.17,1484.12,1245.38,9.35,13.65,335.18,2323.92,8729.16,598997.0048
25.0003,0.6207,462.54,537.12,1258.69,1039.29,7.05,9.03,175.53,1915.35,8011.73,542027.8348
35.0009,0.84,449.44,556.04,1363.25,1129.6,5.48,8,194.36,2222.96,8340.15,564732.8218
